mc_step,rho_C,rho_CD
1027,0.3396,0.1944
1028,0.4876,0.2172
1029,0.3432,0.1912
1030,0.4784,0.22
1031,0.346,0.2024
1032,0.4768,0.2196
1033,0.338,0.2004
1034,0.4868,0.2244
1035,0.3452,0.2072
1036,0.4824,0.2156
1037,0.348,0.2084
1038,0.4776,0.226
1039,0.3468,0.196
1040,0.4652,0.226
1041,0.362,0.2124
1042,0.4676,0.204
1043,0.3572,0.1976
1044,0.4724,0.2088
1045,0.3644,0.2024
1046,0.4828,0.2136
1047,0.342,0.1964
1048,0.49,0.22
1049,0.3412,0.2084
1050,0.4824,0.2328
1051,0.3448,0.2196
1052,0.4768,0.2352
1053,0.3324,0.2056
1054,0.5008,0.2416
1055,0.33,0.2052
1056,0.4784,0.2348
1057,0.3492,0.2192
1058,0.4764,0.2268
1059,0.3528,0.2144
1060,0.4752,0.2356
1061,0.3528,0.224
1062,0.4716,0.23
1063,0.3612,0.224
1064,0.4792,0.2184
1065,0.3528,0.2036
1066,0.4708,0.218
1067,0.3432,0.2072
1068,0.4912,0.2248
1069,0.3456,0.212
1070,0.4812,0.2232
1071,0.3444,0.2084
1072,0.4728,0.2208
1073,0.3616,0.2216
1074,0.4664,0.2232
1075,0.3548,0.2112
1076,0.4776,0.2252
1077,0.352,0.2216
1078,0.4816,0.2312
1079,0.3424,0.2064
1080,0.478,0.2228
1081,0.3472,0.2088
1082,0.4684,0.2068
1083,0.3512,0.2088
1084,0.4828,0.2196
1085,0.346,0.2084
1086,0.4756,0.2152
1087,0.3468,0.2064
1088,0.4844,0.2252
1089,0.3512,0.1976
1090,0.4692,0.1964
1091,0.3504,0.1936
1092,0.4728,0.2172
1093,0.3528,0.1968
1094,0.484,0.2208
1095,0.3432,0.2008
1096,0.4836,0.2224
1097,0.3416,0.194
1098,0.482,0.2108
1099,0.3496,0.1928
1100,0.4748,0.2184
1101,0.346,0.2036
1102,0.4804,0.2256
1103,0.3484,0.2056
1104,0.4848,0.2232
1105,0.3344,0.1992
1106,0.4952,0.2172
1107,0.3288,0.188
1108,0.4972,0.2304
1109,0.3492,0.2008
1110,0.48,0.2192
1111,0.3452,0.1908
1112,0.474,0.1948
1113,0.3524,0.1996
1114,0.4764,0.2088
1115,0.3528,0.202
1116,0.4844,0.2272
1117,0.3408,0.1848
1118,0.4868,0.2152
1119,0.342,0.1888
1120,0.4804,0.2164
1121,0.354,0.2052
1122,0.4704,0.2128
1123,0.3628,0.202
1124,0.4692,0.2
1125,0.3528,0.1932
1126,0.4772,0.21
1127,0.3556,0.2016
1128,0.464,0.206
1129,0.356,0.1952
1130,0.4736,0.2092
1131,0.3528,0.196
1132,0.4796,0.216
1133,0.3572,0.2028
1134,0.4824,0.21
1135,0.3488,0.1916
1136,0.4788,0.2208
1137,0.3512,0.2116
1138,0.47,0.2368
1139,0.3592,0.2156
1140,0.4748,0.2332
1141,0.356,0.2048
1142,0.4744,0.2304
1143,0.3636,0.2212
1144,0.466,0.2188
1145,0.3692,0.2252
1146,0.4576,0.2112
1147,0.37,0.2196
1148,0.4692,0.2172
1149,0.3608,0.218
1150,0.4592,0.2256
1151,0.3684,0.2264
1152,0.4568,0.2236
1153,0.3624,0.2152
1154,0.4652,0.22
1155,0.3568,0.2084
1156,0.4672,0.2084
1157,0.3572,0.2136
1158,0.462,0.2204
1159,0.3648,0.2224
1160,0.4652,0.214
1161,0.3596,0.212
1162,0.4668,0.2244
1163,0.3452,0.2224
1164,0.4928,0.2312
1165,0.3336,0.2024
1166,0.4892,0.234
1167,0.346,0.2064
1168,0.474,0.22
1169,0.35,0.192
1170,0.4884,0.216
1171,0.3488,0.2016
1172,0.4688,0.2152
1173,0.3548,0.2084
1174,0.4816,0.2028
1175,0.3572,0.214
1176,0.478,0.2276
1177,0.3508,0.214
1178,0.4748,0.2188
1179,0.3468,0.2092
1180,0.4684,0.2228
1181,0.3516,0.2036
1182,0.4832,0.222
1183,0.3452,0.2028
1184,0.4812,0.216
1185,0.3452,0.2056
1186,0.4772,0.2188
1187,0.3548,0.2072
1188,0.4608,0.2
1189,0.3664,0.2072
1190,0.476,0.2324
1191,0.3504,0.2116
1192,0.4708,0.2104
1193,0.3548,0.1992
1194,0.4784,0.2184
1195,0.356,0.2012
1196,0.4704,0.2168
1197,0.3488,0.2068
1198,0.478,0.2224
1199,0.3512,0.1864
1200,0.478,0.2076
1201,0.3504,0.208
1202,0.4892,0.2172
1203,0.3468,0.1928
1204,0.4828,0.226
1205,0.3504,0.2088
1206,0.47,0.2232
1207,0.3636,0.2112
1208,0.4672,0.2
1209,0.358,0.1988
1210,0.4628,0.2028
1211,0.3548,0.2008
1212,0.4708,0.2152
1213,0.362,0.2172
1214,0.4656,0.2152
1215,0.3608,0.2084
1216,0.4568,0.22
1217,0.3548,0.192
1218,0.4712,0.2168
1219,0.3468,0.1944
1220,0.4784,0.2284
1221,0.3572,0.206
1222,0.4724,0.2232
1223,0.3488,0.2032
1224,0.478,0.214
1225,0.3512,0.2012
1226,0.4756,0.2216
1227,0.354,0.2192
1228,0.4676,0.2204
1229,0.3528,0.2116
1230,0.4888,0.2372
1231,0.3444,0.196
1232,0.4932,0.226
1233,0.3376,0.1908
1234,0.4812,0.2256
1235,0.3396,0.2076
1236,0.4812,0.2116
1237,0.3408,0.1856
1238,0.4892,0.218
1239,0.3464,0.1984
1240,0.4852,0.2252
1241,0.3392,0.1984
1242,0.4808,0.2212
1243,0.338,0.1872
1244,0.4892,0.2184
1245,0.3464,0.1916
1246,0.4832,0.2276
1247,0.3428,0.2096
1248,0.4784,0.2228
1249,0.35,0.1972
1250,0.4884,0.2296
1251,0.3396,0.1996
1252,0.4988,0.2252
1253,0.3276,0.1932
1254,0.488,0.2236
1255,0.3516,0.2204
1256,0.4792,0.2216
1257,0.3448,0.2036
1258,0.4824,0.2224
1259,0.342,0.2012
1260,0.4764,0.2156
1261,0.3508,0.1984
1262,0.478,0.21
1263,0.3588,0.2072
1264,0.4636,0.222
1265,0.3628,0.2124
1266,0.4704,0.212
1267,0.3488,0.2068
1268,0.4756,0.2076
1269,0.3448,0.1916
1270,0.4848,0.2252
1271,0.3484,0.1964
1272,0.4736,0.2176
1273,0.3532,0.2064
1274,0.4668,0.2156
1275,0.362,0.2096
1276,0.4716,0.2072
1277,0.3596,0.2092
1278,0.4696,0.2184
1279,0.3576,0.2136
1280,0.4728,0.2184
1281,0.364,0.2064
1282,0.4772,0.21
1283,0.36,0.2
1284,0.4736,0.2192
1285,0.3576,0.204
1286,0.4852,0.2248
1287,0.3448,0.2044
1288,0.4768,0.21
1289,0.3576,0.2004
1290,0.4836,0.2048
1291,0.3504,0.1924
1292,0.4868,0.2064
1293,0.3452,0.1908
1294,0.4912,0.2188
1295,0.342,0.1928
1296,0.4744,0.2148
1297,0.3548,0.2032
1298,0.4816,0.212
1299,0.3548,0.196
1300,0.4792,0.2132
1301,0.348,0.1944
1302,0.4864,0.2132
1303,0.3352,0.1816
1304,0.498,0.2288
1305,0.3428,0.2044
1306,0.4824,0.2156
1307,0.35,0.2056
1308,0.4768,0.1992
1309,0.3528,0.1948
1310,0.4744,0.2056
1311,0.3556,0.2064
1312,0.482,0.2192
1313,0.348,0.2036
1314,0.476,0.2176
1315,0.354,0.21
1316,0.4664,0.214
1317,0.3612,0.2336
1318,0.474,0.2252
1319,0.3572,0.2304
1320,0.4704,0.2268
1321,0.348,0.2104
1322,0.484,0.2196
1323,0.3504,0.2052
1324,0.4748,0.2216
1325,0.352,0.2104
1326,0.466,0.2304
1327,0.3572,0.2064
1328,0.4744,0.2232
1329,0.3548,0.2096
1330,0.4784,0.2244
1331,0.3508,0.2048
1332,0.4768,0.2256
1333,0.3484,0.1924
1334,0.4692,0.2124
1335,0.3632,0.214
1336,0.4688,0.2044
1337,0.3548,0.2096
1338,0.4696,0.208
1339,0.352,0.1984
1340,0.4792,0.2132
1341,0.348,0.2032
1342,0.482,0.2228
1343,0.3544,0.206
1344,0.4664,0.2236
1345,0.356,0.2044
1346,0.4688,0.2152
1347,0.3596,0.2044
1348,0.4752,0.2128
1349,0.346,0.2088
1350,0.478,0.222
1351,0.3564,0.2024
1352,0.476,0.2252
1353,0.3544,0.2008
1354,0.4816,0.218
1355,0.35,0.1912
1356,0.484,0.2176
1357,0.3404,0.1972
1358,0.4716,0.2272
1359,0.3496,0.2072
1360,0.4764,0.224
1361,0.3536,0.2072
1362,0.4684,0.2168
1363,0.3696,0.2096
1364,0.4644,0.2048
1365,0.3516,0.2048
1366,0.4692,0.2128
1367,0.356,0.2128
1368,0.4656,0.2028
1369,0.3664,0.2084
1370,0.4628,0.218
1371,0.3616,0.2156
1372,0.4648,0.2152
1373,0.3552,0.2012
1374,0.4812,0.2156
1375,0.356,0.2044
1376,0.4876,0.218
1377,0.3448,0.194
1378,0.4856,0.2048
1379,0.3472,0.1884
1380,0.4796,0.2084
1381,0.3532,0.2068
1382,0.4824,0.216
1383,0.3496,0.212
1384,0.4736,0.216
1385,0.3536,0.2124
1386,0.4832,0.2156
1387,0.3492,0.2072
1388,0.474,0.2244
1389,0.3568,0.2076
1390,0.4672,0.2112
1391,0.3508,0.1928
1392,0.476,0.2192
1393,0.3536,0.1984
1394,0.4668,0.2044
1395,0.3592,0.196
1396,0.4736,0.222
1397,0.3464,0.2124
1398,0.4736,0.2236
1399,0.3516,0.2168
1400,0.472,0.2184
1401,0.3492,0.2016
1402,0.4776,0.2124
1403,0.348,0.2004
1404,0.4664,0.2152
1405,0.3468,0.2032
1406,0.4664,0.2308
1407,0.3592,0.2132
1408,0.468,0.2184
1409,0.3432,0.1936
1410,0.4876,0.2088
1411,0.3292,0.1848
1412,0.4956,0.2312
1413,0.3376,0.1908
1414,0.4864,0.2192
1415,0.332,0.2012
1416,0.4904,0.2344
1417,0.3304,0.196
1418,0.492,0.2292
1419,0.3404,0.2068
1420,0.486,0.2292
1421,0.3476,0.2088
1422,0.4844,0.2164
1423,0.346,0.1916
1424,0.4868,0.2092
1425,0.3408,0.1908
1426,0.4896,0.2128
1427,0.3336,0.1968
1428,0.4884,0.218
1429,0.3416,0.192
1430,0.4736,0.2116
1431,0.3484,0.1912
1432,0.4664,0.2196
1433,0.3492,0.1968
1434,0.4772,0.222
1435,0.3524,0.2092
1436,0.4744,0.2188
1437,0.3452,0.1936
1438,0.4832,0.2208
1439,0.3572,0.2036
1440,0.4708,0.2304
1441,0.3428,0.196
1442,0.4916,0.2248
1443,0.3352,0.1792
1444,0.4912,0.2172
1445,0.3464,0.1928
1446,0.4812,0.208
1447,0.3436,0.1992
1448,0.4876,0.2236
1449,0.34,0.2112
1450,0.4788,0.2208
1451,0.3396,0.1984
1452,0.4728,0.2184
1453,0.3544,0.1972
1454,0.4616,0.2092
1455,0.3608,0.2072
1456,0.4712,0.2132
1457,0.3668,0.2116
1458,0.4672,0.2188
1459,0.3544,0.2136
1460,0.4676,0.214
1461,0.36,0.2144
1462,0.4668,0.2148
1463,0.3624,0.2048
1464,0.4604,0.214
1465,0.358,0.204
1466,0.4732,0.2212
1467,0.3508,0.1988
1468,0.4764,0.2136
1469,0.3456,0.2012
1470,0.4824,0.2132
1471,0.3448,0.1836
1472,0.472,0.204
1473,0.3572,0.1996
1474,0.4668,0.2088
1475,0.354,0.2124
1476,0.4612,0.2092
1477,0.3568,0.2132
1478,0.4708,0.22
1479,0.3624,0.2152
1480,0.464,0.23
1481,0.3612,0.212
1482,0.4656,0.2208
1483,0.3604,0.2168
1484,0.4648,0.2176
1485,0.3588,0.216
1486,0.4572,0.226
1487,0.3668,0.2212
1488,0.4552,0.2152
1489,0.364,0.2088
1490,0.4688,0.2188
1491,0.3536,0.2
1492,0.4888,0.218
1493,0.3424,0.1952
1494,0.4712,0.2232
1495,0.36,0.2192
1496,0.4652,0.2204
1497,0.3596,0.2124
1498,0.4604,0.2124
1499,0.3596,0.2016
1500,0.4628,0.2132
1501,0.3548,0.2064
1502,0.4652,0.206
1503,0.3636,0.212
1504,0.4624,0.2132
1505,0.36,0.2
1506,0.4764,0.228
1507,0.3504,0.2032
1508,0.4688,0.212
1509,0.3632,0.2104
1510,0.47,0.2064
1511,0.3552,0.2096
1512,0.476,0.2156
1513,0.3536,0.2112
1514,0.4664,0.2256
1515,0.3628,0.2088
1516,0.4596,0.21
1517,0.3668,0.2092
1518,0.4652,0.2132
1519,0.3564,0.1992
1520,0.4808,0.2208
1521,0.3504,0.2036
1522,0.4676,0.2248
1523,0.346,0.2116
1524,0.4884,0.2188
1525,0.3384,0.206
1526,0.488,0.2308
1527,0.3408,0.1984
1528,0.4812,0.204
1529,0.348,0.2108
1530,0.4884,0.2188
1531,0.34,0.2008
1532,0.478,0.2192
1533,0.3476,0.198
1534,0.4804,0.2168
1535,0.3464,0.1992
1536,0.468,0.2056
1537,0.3576,0.1996
1538,0.4712,0.218
1539,0.3624,0.2076
1540,0.4624,0.2032
1541,0.3528,0.1948
1542,0.468,0.2132
1543,0.3536,0.2056
1544,0.462,0.2044
1545,0.366,0.2076
1546,0.4656,0.208
1547,0.3616,0.2188
1548,0.4644,0.214
1549,0.3616,0.2084
1550,0.478,0.2128
1551,0.3584,0.1968
1552,0.4692,0.2092
1553,0.358,0.2076
1554,0.464,0.2188
1555,0.3576,0.2156
1556,0.4716,0.2144
1557,0.3552,0.2052
1558,0.4664,0.2264
1559,0.3564,0.2144
1560,0.4768,0.2212
1561,0.3656,0.2216
1562,0.4744,0.222
1563,0.3464,0.2068
1564,0.4728,0.2192
1565,0.3428,0.1984
1566,0.4916,0.2244
1567,0.3492,0.198
1568,0.4784,0.2164
1569,0.3552,0.202
1570,0.4652,0.2072
1571,0.3504,0.2024
1572,0.4792,0.2332
1573,0.3476,0.2072
1574,0.4844,0.2388
1575,0.3392,0.2048
1576,0.4816,0.2116
1577,0.3544,0.2016
1578,0.4796,0.2188
1579,0.3472,0.2076
1580,0.4764,0.2196
1581,0.356,0.2044
1582,0.4712,0.2124
1583,0.3516,0.206
1584,0.4696,0.2228
1585,0.3576,0.22
1586,0.4696,0.2264
1587,0.3572,0.208
1588,0.4816,0.2284
1589,0.3448,0.2076
1590,0.4792,0.2264
1591,0.3532,0.2116
1592,0.4704,0.2232
1593,0.3572,0.2192
1594,0.4652,0.2316
1595,0.3484,0.208
1596,0.4756,0.2316
1597,0.3428,0.2016
1598,0.4828,0.2344
1599,0.348,0.2044
1600,0.4792,0.2296
1601,0.3268,0.2044
1602,0.4844,0.2212
1603,0.3428,0.1992
1604,0.4808,0.2248
1605,0.3412,0.2124
1606,0.476,0.2404
1607,0.3536,0.2188
1608,0.4756,0.2172
1609,0.352,0.2092
1610,0.4812,0.216
1611,0.3372,0.1888
1612,0.478,0.2164
1613,0.3496,0.2
1614,0.48,0.2244
1615,0.3368,0.1956
1616,0.4936,0.2428
1617,0.342,0.2016
1618,0.4788,0.22
1619,0.356,0.2148
1620,0.4728,0.2232
1621,0.3492,0.2144
1622,0.4848,0.23
1623,0.3488,0.2036
1624,0.4784,0.2136
1625,0.3556,0.2088
1626,0.4792,0.2212
1627,0.3504,0.2024
1628,0.4728,0.2288
1629,0.3556,0.2148
1630,0.4564,0.2284
1631,0.354,0.2092
1632,0.4736,0.2156
1633,0.36,0.2116
1634,0.4656,0.206
1635,0.3604,0.196
1636,0.4776,0.212
1637,0.3576,0.196
1638,0.4736,0.2088
1639,0.3656,0.204
1640,0.4608,0.2044
1641,0.3704,0.2064
1642,0.452,0.2144
1643,0.3624,0.2136
1644,0.4656,0.2248
1645,0.348,0.2092
1646,0.4704,0.2184
1647,0.358,0.2028
1648,0.4668,0.2168
1649,0.3592,0.2068
1650,0.4648,0.2112
1651,0.3568,0.2084
1652,0.4764,0.2208
1653,0.3512,0.206
1654,0.4812,0.2248
1655,0.3492,0.2052
1656,0.4836,0.23
1657,0.3392,0.1984
1658,0.4788,0.2304
1659,0.3424,0.2116
1660,0.4752,0.2244
1661,0.3516,0.2032
1662,0.4768,0.2136
1663,0.3584,0.198
1664,0.4636,0.2084
1665,0.3636,0.2172
1666,0.4624,0.2264
1667,0.362,0.2216
1668,0.4652,0.2316
1669,0.352,0.2044
1670,0.4704,0.2272
1671,0.3492,0.2068
1672,0.4704,0.22
1673,0.3588,0.2092
1674,0.4708,0.218
1675,0.366,0.2068
1676,0.4572,0.2072
1677,0.3604,0.2164
1678,0.4672,0.2172
1679,0.3592,0.2164
1680,0.4728,0.208
1681,0.356,0.2068
1682,0.4768,0.2212
1683,0.3464,0.2084
1684,0.468,0.2268
1685,0.3544,0.21
1686,0.474,0.2288
1687,0.35,0.2096
1688,0.4712,0.2272
1689,0.3504,0.2048
1690,0.4792,0.2248
1691,0.3476,0.194
1692,0.4776,0.2204
1693,0.3528,0.1956
1694,0.468,0.1992
1695,0.3548,0.1868
1696,0.466,0.2056
1697,0.3684,0.2136
1698,0.468,0.2244
1699,0.3532,0.2056
1700,0.4676,0.2212
1701,0.3588,0.2068
1702,0.482,0.228
1703,0.3604,0.2232
1704,0.4652,0.2176
1705,0.3516,0.208
1706,0.4796,0.232
1707,0.338,0.2124
1708,0.4916,0.23
1709,0.344,0.2104
1710,0.4836,0.2268
1711,0.346,0.2052
1712,0.4848,0.2188
1713,0.3468,0.2036
1714,0.478,0.2152
1715,0.344,0.188
1716,0.4912,0.2092
1717,0.3436,0.19
1718,0.4864,0.222
1719,0.3368,0.2072
1720,0.488,0.2232
1721,0.3444,0.206
1722,0.4772,0.216
1723,0.3496,0.1956
1724,0.4776,0.22
1725,0.3588,0.21
1726,0.4684,0.2112
1727,0.352,0.2028
1728,0.4756,0.214
1729,0.3552,0.212
1730,0.476,0.2192
1731,0.3508,0.2004
1732,0.484,0.2192
1733,0.3424,0.2072
1734,0.4844,0.2124
1735,0.3556,0.2
1736,0.4692,0.2164
1737,0.3532,0.2
1738,0.482,0.2148
1739,0.3496,0.2
1740,0.4816,0.2068
1741,0.3512,0.182
1742,0.488,0.2172
1743,0.3516,0.196
1744,0.472,0.2236
1745,0.35,0.212
1746,0.4788,0.2132
1747,0.3452,0.19
1748,0.48,0.2176
1749,0.354,0.2104
1750,0.4776,0.2028
1751,0.348,0.196
1752,0.4752,0.2176
1753,0.348,0.2132
1754,0.4844,0.2228
1755,0.3512,0.212
1756,0.4612,0.2136
1757,0.3668,0.218
1758,0.4612,0.2052
1759,0.3624,0.2092
1760,0.4608,0.2104
1761,0.3648,0.2144
1762,0.472,0.208
1763,0.3612,0.2072
1764,0.4568,0.2164
1765,0.3568,0.2096
1766,0.472,0.214
1767,0.35,0.2032
1768,0.4792,0.224
1769,0.3472,0.196
1770,0.4744,0.2224
1771,0.3548,0.2136
1772,0.4808,0.2236
1773,0.3392,0.194
1774,0.4936,0.2288
1775,0.3328,0.1956
1776,0.5008,0.2384
1777,0.3308,0.1996
1778,0.4916,0.2168
1779,0.34,0.1876
1780,0.48,0.2096
1781,0.3484,0.204
1782,0.482,0.2184
1783,0.3372,0.1932
1784,0.4924,0.2248
1785,0.3284,0.194
1786,0.4996,0.2356
1787,0.3344,0.1872
1788,0.4948,0.2236
1789,0.346,0.2088
1790,0.484,0.2216
1791,0.35,0.1956
1792,0.4764,0.2336
1793,0.3428,0.2008
1794,0.4792,0.2232
1795,0.3444,0.1948
1796,0.4828,0.2252
1797,0.3464,0.1992
1798,0.4824,0.2248
1799,0.3364,0.1884
1800,0.4832,0.218
1801,0.3484,0.1984
1802,0.486,0.2084
1803,0.346,0.1956
1804,0.4744,0.2028
1805,0.3456,0.1932
1806,0.4756,0.222
1807,0.3576,0.2076
1808,0.4716,0.222
1809,0.3608,0.2116
1810,0.4788,0.2164
1811,0.3516,0.1988
1812,0.4712,0.2152
1813,0.3528,0.1936
1814,0.4844,0.2116
1815,0.346,0.1956
1816,0.4836,0.2092
1817,0.3464,0.1968
1818,0.4924,0.2284
1819,0.34,0.1916
1820,0.484,0.2176
1821,0.3584,0.1944
1822,0.4784,0.2136
1823,0.3436,0.196
1824,0.4952,0.222
1825,0.3452,0.2036
1826,0.4848,0.218
1827,0.3412,0.2124
1828,0.4836,0.2152
1829,0.3428,0.1836
1830,0.4896,0.2096
1831,0.3364,0.1916
1832,0.4948,0.2168
1833,0.3412,0.1876
1834,0.4888,0.2104
1835,0.3552,0.1984
1836,0.4676,0.218
1837,0.3644,0.2144
1838,0.4736,0.2224
1839,0.3572,0.2124
1840,0.466,0.2112
1841,0.3576,0.2084
1842,0.4724,0.2096
1843,0.3584,0.2072
1844,0.4688,0.2044
1845,0.35,0.216
1846,0.476,0.2236
1847,0.3556,0.2028
1848,0.474,0.21
1849,0.3564,0.2084
1850,0.4828,0.212
1851,0.35,0.1908
1852,0.468,0.2152
1853,0.3568,0.2116
1854,0.4684,0.224
1855,0.3572,0.2052
1856,0.4756,0.2084
1857,0.3496,0.2016
1858,0.4772,0.206
1859,0.3496,0.196
1860,0.48,0.2156
1861,0.3416,0.1996
1862,0.4832,0.222
1863,0.3404,0.1952
1864,0.4848,0.222
1865,0.3452,0.2056
1866,0.478,0.2268
1867,0.3404,0.2124
1868,0.4832,0.2172
1869,0.3484,0.2012
1870,0.4788,0.2076
1871,0.3536,0.1944
1872,0.4736,0.2088
1873,0.3588,0.212
1874,0.4792,0.2224
1875,0.3432,0.2036
1876,0.484,0.2116
1877,0.3412,0.19
1878,0.48,0.2228
1879,0.346,0.1904
1880,0.4872,0.2188
1881,0.344,0.1996
1882,0.4792,0.2108
1883,0.356,0.2128
1884,0.4748,0.218
1885,0.3456,0.202
1886,0.4744,0.2116
1887,0.3524,0.2148
1888,0.4732,0.2184
1889,0.3604,0.2044
1890,0.4672,0.226
1891,0.3572,0.2012
1892,0.4792,0.2072
1893,0.35,0.1984
1894,0.4732,0.2124
1895,0.3484,0.206
1896,0.4804,0.2172
1897,0.344,0.1996
1898,0.47,0.2224
1899,0.3544,0.2052
1900,0.4672,0.214
1901,0.3548,0.2088
1902,0.478,0.2204
1903,0.3624,0.22
1904,0.4684,0.2292
1905,0.3632,0.2168
1906,0.4656,0.2064
1907,0.364,0.2084
1908,0.4644,0.2044
1909,0.3552,0.2004
1910,0.4752,0.2128
1911,0.354,0.1992
1912,0.4736,0.2088
1913,0.3616,0.2092
1914,0.4692,0.222
1915,0.3616,0.208
1916,0.468,0.2096
1917,0.3472,0.2136
1918,0.4716,0.2192
1919,0.3644,0.2096
1920,0.4672,0.2108
1921,0.3576,0.21
1922,0.4664,0.2092
1923,0.3576,0.2076
1924,0.4732,0.2108
1925,0.3612,0.2008
1926,0.472,0.2048
1927,0.3544,0.1944
1928,0.4844,0.2096
1929,0.3592,0.1996
1930,0.4808,0.2292
1931,0.344,0.1968
1932,0.4712,0.2224
1933,0.3548,0.2
1934,0.4804,0.2204
1935,0.3472,0.1988
1936,0.4808,0.2268
1937,0.35,0.19
1938,0.48,0.21
1939,0.3496,0.1984
1940,0.4772,0.2096
1941,0.3464,0.2052
1942,0.4756,0.2224
1943,0.3556,0.2072
1944,0.4728,0.2164
1945,0.3516,0.1988
1946,0.4748,0.218
1947,0.3496,0.2192
1948,0.4744,0.2316
1949,0.352,0.214
1950,0.4772,0.2244
1951,0.3552,0.2048
1952,0.482,0.2212
1953,0.3428,0.1888
1954,0.4776,0.2188
1955,0.3524,0.2024
1956,0.4704,0.2156
1957,0.3636,0.218
1958,0.4772,0.2288
1959,0.3488,0.2152
1960,0.4756,0.2084
1961,0.3552,0.2064
1962,0.4756,0.226
1963,0.3544,0.2156
1964,0.4744,0.2244
1965,0.362,0.2052
1966,0.4756,0.2136
1967,0.356,0.1984
1968,0.4864,0.2184
1969,0.3464,0.2028
1970,0.4688,0.2204
1971,0.3464,0.2052
1972,0.474,0.2212
1973,0.3428,0.1904
1974,0.4852,0.2244
1975,0.354,0.218
1976,0.4652,0.2248
1977,0.35,0.2052
1978,0.4796,0.2196
1979,0.354,0.2024
1980,0.4712,0.2084
1981,0.3576,0.1996
1982,0.4812,0.208
1983,0.35,0.1904
1984,0.4796,0.212
1985,0.3508,0.2076
1986,0.4748,0.2256
1987,0.3444,0.2136
1988,0.4852,0.2348
1989,0.3376,0.2132
1990,0.4808,0.2308
1991,0.3528,0.2148
1992,0.4704,0.208
1993,0.3468,0.2032
1994,0.4696,0.2188
1995,0.3592,0.2108
1996,0.4832,0.218
1997,0.3392,0.2172
1998,0.49,0.2292
1999,0.3456,0.1976
2000,0.476,0.226
